"gene_name"	"module"	"color"	"kME_turquoise"	"kME_red"	"kME_grey"	"kME_brown"	"kME_blue"	"kME_yellow"	"kME_green"
"TBC1D32"	"TBC1D32"	"grey"	"grey"	0.078229642496789	0.121796066648364	0.144364030316062	0.143688778340071	0.142599219451501	0.0690713931295288	0.0702443786641186
"HSF2"	"HSF2"	"brown"	"brown"	0.00148750029094637	0.0751089495233843	0.108513717229732	0.197511139676529	0.193695672693874	0.014072491797406	0.0341333908449018
"SERINC1"	"SERINC1"	"brown"	"brown"	-0.00700698803353481	0.0629158772751541	0.0842970320970353	0.202878612198506	0.12378295805897	-0.0169350844649695	-0.00982474036255321
"PKIB"	"PKIB"	"brown"	"brown"	0.023121366096244	0.0853927210222336	0.110622566248142	0.166767133663428	0.172138869920406	0.00240593212658696	0.00629031324063263
"SMPDL3A"	"SMPDL3A"	"grey"	"grey"	0.0624470169171779	0.0374814337247806	0.0527260763789719	0.0478789855259291	0.000853224630356704	0.0560065503730182	0.015628738096366
"NKAIN2"	"NKAIN2"	"grey"	"grey"	0.0728078469703648	0.0592800217149937	0.0376726224699771	0.0374485817712872	0.0215374424665744	-0.0150922761783484	-0.0494402015160302
"RNF217"	"RNF217"	"turquoise"	"turquoise"	0.14585364448958	0.0750633756900343	0.0761775203597712	0.0852694842362941	-0.049430315374567	0.0645345543474386	0.0149325656103009
"NCOA7"	"NCOA7"	"grey"	"grey"	0.0912496212726835	0.0337019357151162	0.0534776714923309	0.0602971946417155	-0.0459278217258905	0.0311573517865177	-0.034943366259545
"HINT3"	"HINT3"	"grey"	"grey"	0.0335636977804093	0.0286582888247714	0.0353403582554897	0.0504297855621911	0.0211704527143119	0.0159365977317884	0.00359845326609264
"TRMT11"	"TRMT11"	"grey"	"grey"	0.130602491019187	0.147251605623563	0.136298882185155	0.225583393926706	0.031955142657801	0.0413593043184272	-0.0213484018674353
"RNF146"	"RNF146"	"grey"	"grey"	0.0914275823525041	0.0895814894812325	0.0854619361126005	0.119778840157692	0.0480880836831896	0.0368909445122478	0.013442280734324
"ECHDC1"	"ECHDC1"	"brown"	"brown"	0.0837391938520086	0.101464523831537	0.0719263330294326	0.132452440971377	0.0383407659652349	0.0113178351376219	8.25659292574442e-05
"KIAA0408"	"KIAA0408"	"yellow"	"yellow"	0.0548503775538136	0.031218475398378	0.106433122166457	0.0362611778099537	0.109253386475589	0.142373225841987	0.0732443639044694
"SOGA3"	"SOGA3"	"grey"	"grey"	0.0999917711959612	0.102530734524237	0.116381343805197	0.132558908366888	0.0944441782985591	0.0587351687939029	0.0242010181186107
"PTPRK"	"PTPRK"	"turquoise"	"turquoise"	0.180255470278869	0.069603861700385	-0.0148141480782071	0.0371402009187045	-0.185406299761406	-0.0288055826611157	-0.0648386087475692
"AL356124.1"	"AL356124.1"	"grey"	"grey"	0.0217588208952406	0.0469098536497142	0.0278587093016193	0.0663399696273678	0.027956512688334	-0.0148733561580833	-0.0450394046120454
"ARHGAP18"	"ARHGAP18"	"turquoise"	"turquoise"	0.117631829827099	0.0687271329740909	0.0645916543137552	0.0867701414877444	0.0479425569673327	0.0216927044849364	-0.00910040129943552
"L3MBTL3"	"L3MBTL3"	"grey"	"grey"	0.0477255745698106	0.0438623607621516	0.0705019025733007	0.0671056119074847	0.050120799583783	0.0335763910677783	0.00904926648341593
"AL355581.1"	"AL355581.1"	"grey"	"grey"	0.0158025168164011	0.00387753709420969	0.0302221363068168	0.0244053381349005	0.0364870864693879	0.0271073371168479	0.0210365137927997
"SAMD3"	"SAMD3"	"grey"	"grey"	0.188391880930674	0.0939316531613754	0.0857614744726976	0.10952341868203	-0.0307741584460677	0.0705516256531805	0.0296825591818714
"TMEM200A"	"TMEM200A"	"turquoise"	"turquoise"	0.17455446572159	0.0633672926632403	0.041785983736103	0.124695118978999	-0.0831713331023999	0.0286617726056904	-0.0577081851862673
"EPB41L2"	"EPB41L2"	"grey"	"grey"	0.0803376552604414	0.062115829278568	0.059423958603492	0.0764166568864312	0.029330746668501	0.0518265207585149	0.0531348099344014
"AKAP7"	"AKAP7"	"grey"	"grey"	0.0523085855255863	0.0622541396797993	0.0719207029935605	0.0823719835184934	0.0282694032001634	0.0137661707205962	0.024751617656249
"MED23"	"MED23"	"grey"	"grey"	0.0192540895391806	0.0639470966271577	0.119891831017658	0.136585386388567	0.136994964258281	0.0324681901641496	0.0196489851072833
"ENPP1"	"ENPP1"	"grey"	"grey"	0.0691851956511666	0.0507769115196529	0.0599363137491438	0.0556804005449369	0.025328726962189	0.0452339015211407	0.00904680052784964
"AL133346.1"	"AL133346.1"	"grey"	"grey"	0.0816552738910399	0.0678238942932981	0.013809488924586	0.106283998079179	0.0354505066479486	-0.0269569393220154	-0.0659449767440859
"STX7"	"STX7"	"grey"	"grey"	0.0667340297115027	0.0945138299839375	0.080657602539555	0.091215212170195	0.0590411721886373	0.0224757158293308	0.0130523225409894
"SLC18B1"	"SLC18B1"	"grey"	"grey"	0.07224846267589	0.0315130717978583	0.0480019766586903	0.0415091506425652	-0.0237415962305693	0.0423530438560438	0.00993501517086335
"RPS12"	"RPS12"	"grey"	"grey"	-0.0772243782909198	-0.0592209653394661	-0.0475923209922391	-0.0360954406851193	-0.00895633859444066	-0.0594889301203843	-0.0462259024607008
"TBPL1"	"TBPL1"	"grey"	"grey"	0.0911677719122164	0.0778582893283122	0.0670458171601409	0.100257474538611	0.0315749637447873	0.0271616460741398	0.00862856411835292
"HBS1L"	"HBS1L"	"brown"	"brown"	0.0550072866436819	0.0794794532025468	0.0904295298644295	0.194765067275766	0.072972589538686	-0.0206694586375706	-0.0267017608066237
"AHI1"	"AHI1"	"grey"	"grey"	0.0883220055652646	-0.0136263276372441	0.00870892019054516	0.0685587803682219	-0.148868582687303	0.0294398701760242	-0.0398158415314408
"LINC00271"	"LINC00271"	"grey"	"grey"	-0.00340021487711712	0.0985245590040425	0.0930068547398727	0.125305342976377	0.16359424757827	0.0228016949815516	0.0634753734573668
"PDE7B"	"PDE7B"	"grey"	"grey"	0.0773923823974332	0.0555383290443566	0.00162851386036021	0.0252777224225829	-0.014802932408601	0.0128880953960384	0.0110344114844474
"BCLAF1"	"BCLAF1"	"grey"	"grey"	-0.0327253570780888	0.0605526208466067	0.109905560442123	0.201176504047314	0.220542861032774	0.0179666859431031	0.0528127153542045
"MAP7"	"MAP7"	"grey"	"grey"	0.156063514522776	0.109457362157812	0.122153092199289	0.184125041999479	-0.0477135950886233	0.0293792099187976	-0.0320367244799264
"MAP3K5"	"MAP3K5"	"grey"	"grey"	0.134712293927501	-0.0288225727316701	-0.011142720536637	0.0206489048910421	-0.198779793127909	0.0717495832234892	-0.0395627438781175
"PEX7"	"PEX7"	"grey"	"grey"	0.0651235734305751	0.0759574598762999	0.0729788957410231	0.108828155890957	0.0439160583147148	0.019339866605959	0.00724859473329003
"IL20RA"	"IL20RA"	"grey"	"grey"	0.124767002535344	0.0291718184126332	0.00932768230429017	0.00536979451731587	-0.0893832553906876	0.0813364669078055	0.0382450212966501
"IFNGR1"	"IFNGR1"	"grey"	"grey"	-0.0157941535240562	0.0269951682580342	0.0693165755835954	0.140237927626055	0.110768169178607	0.000550991683855512	0.00254056977615254
"WAKMAR2"	"WAKMAR2"	"grey"	"grey"	0.0510281477065055	-0.0126454305881613	-0.0166181353120149	0.0047931993976602	-0.0607988035889932	0.0357391992629194	0.00202260264273373
"TNFAIP3"	"TNFAIP3"	"grey"	"grey"	0.0153565432130069	-0.00365613674582737	0.00582158891865216	0.0625144351383563	0.0432001102302962	0.0134396193691777	0.00512695162561741
"PERP"	"PERP"	"grey"	"grey"	-0.00468021371224067	0.0120616177756731	0.00101207307025309	0.0571423479666032	0.0371757036829289	-0.02112683985501	-0.0335184715039231
"ARFGEF3"	"ARFGEF3"	"grey"	"grey"	0.0861504209572977	0.0265835616565094	0.112468633153099	0.186361232323547	0.0204765924730349	0.0734107637852333	-0.011546387910889
"HEBP2"	"HEBP2"	"grey"	"grey"	0.0168559691642031	0.00203334895864698	0.0286735463002047	0.00818328343383061	0.0229544524372602	0.0418486990043796	0.032443477879286
"NHSL1"	"NHSL1"	"grey"	"grey"	0.090635707220029	0.0743519151820754	0.0739645953215209	0.084224069534703	0.0482555676122372	0.0112298383893139	-0.00624707146990828
"CCDC28A"	"CCDC28A"	"grey"	"grey"	-0.0641384497405931	0.0176656548359672	0.0446013194092618	0.0839741503358562	0.094348741704639	-0.0338347306233506	-0.0162787039596519
"REPS1"	"REPS1"	"brown"	"brown"	0.086950477056431	0.160404967846338	0.163435069802308	0.248599673782036	0.174720625026836	0.0402283717970828	0.0695860667195623
"ABRACL"	"ABRACL"	"grey"	"grey"	0.015156354573576	0.0298963920343647	0.0524086521849212	0.0436222999572521	0.0671845532301583	0.023826041917404	0.0315652359188126
"HECA"	"HECA"	"grey"	"grey"	-0.00298836440895994	0.0164803584790458	0.0540784481540499	0.0913591497878958	0.0585936317242595	0.0116472473366686	0.00653102353270036
"CITED2"	"CITED2"	"grey"	"grey"	0.0153576176681588	-0.0215283920104837	-0.0332504584354964	-0.0409260427536652	-0.0241533491727494	0.0210440666155265	-0.00243619706899848
"VTA1"	"VTA1"	"grey"	"grey"	0.0304281513473066	0.0467546704348071	0.0889848138374759	0.120924896833295	0.0882501981930355	0.0236912443053993	0.0111782710359349
"HIVEP2"	"HIVEP2"	"turquoise"	"turquoise"	0.189806106276355	0.0716808889988081	0.0543642843201655	0.10521447982595	-0.155703362691539	0.0655812252284236	-0.00113212719999051
"LINC01277"	"LINC01277"	"grey"	"grey"	-0.022105205434429	0.00158364749889103	0.0288228483191963	0.039210762767198	0.0345295583856869	6.47314335872537e-05	0.00999010393710111
"AIG1"	"AIG1"	"turquoise"	"turquoise"	0.175230712215275	0.167544209157041	0.125066443419501	0.147825747228496	0.0378634782578994	0.0744763139799089	0.0626969458366785
"ADAT2"	"ADAT2"	"grey"	"grey"	0.0384266976494575	0.0436723586109211	0.0613558262137413	0.0615042387911411	0.0733351352455751	0.0309223525519865	0.0264677944420444
"PEX3"	"PEX3"	"grey"	"grey"	0.0568498846014599	0.07984863563213	0.072272543310462	0.113580857276054	0.0590234342113895	0.0267290659842149	0.0246867235856998
"FUCA2"	"FUCA2"	"grey"	"grey"	-0.00222911677635627	0.0259013113634039	0.0480787641240533	0.0603135213034738	0.0708388859259613	0.0052655660396428	0.011407989498434
"PHACTR2"	"PHACTR2"	"turquoise"	"turquoise"	0.221892218924105	0.140449599740113	0.134875318446634	0.159053263553847	0.013925127924757	0.106828334250382	0.0545678561173029
"LTV1"	"LTV1"	"grey"	"grey"	-0.0198588293330042	0.0261868896509874	0.0569928823784044	0.0742333231364607	0.114150805881753	0.0035879939289236	0.0314843141448655
"PLAGL1"	"PLAGL1"	"grey"	"grey"	0.177213686602375	0.105703371374949	0.0933233328789755	0.109169672273593	0.0182632237067863	0.126163154932104	0.0746582032131146
"HYMAI"	"HYMAI"	"grey"	"grey"	0.0875626739759983	0.0515226682494087	0.0176396897030394	0.0556014531914296	-0.0259059664304985	0.0241339742395299	-0.0109267298682626
"UTRN"	"UTRN"	"turquoise"	"turquoise"	0.30957056701142	0.141594979232338	0.120417216100176	0.128701385201725	-0.0440347805726306	0.125974290619447	0.0387652331758051
"EPM2A"	"EPM2A"	"brown"	"brown"	0.0429731865410362	0.0696671015887625	0.0791655200091617	0.133486016698692	0.0667301818885272	-0.00243241407617637	0.00257155427174411
"AL356599.1"	"AL356599.1"	"turquoise"	"turquoise"	0.0881142542762578	0.0796268373707609	0.0232434225616149	0.0468736521618311	-0.021285385419302	0.00150004429143358	0.00724467295852938
"FBXO30"	"FBXO30"	"brown"	"brown"	0.0303200326476247	0.0764531575631017	0.068311287850481	0.137418011774914	0.0748577597636932	0.00094635825954563	-0.0146608677727999
"SHPRH"	"SHPRH"	"grey"	"grey"	0.0781133655723585	0.110316778226854	0.156689515876559	0.153108762743966	0.120590803089981	0.0525107512909512	0.0512097104867437
"GRM1"	"GRM1"	"red"	"red"	0.0949420099137001	0.248499679528845	0.0853435799659489	0.0922262406651628	0.113840174621726	0.0258336644317019	0.057248058747582
"STXBP5-AS1"	"STXBP5-AS1"	"grey"	"grey"	0.0775413711062089	0.0850414252086016	0.0239223827763079	0.100695343194113	-0.0189728967442538	-0.00593535765651219	0.0207871988946245
"STXBP5"	"STXBP5"	"turquoise"	"turquoise"	0.325803478597476	0.0822816708440681	0.0217208899917894	0.0780170811881269	-0.200440153318541	0.117101634733561	0.0135115501065807
"SAMD5"	"SAMD5"	"turquoise"	"turquoise"	0.163194117876242	0.0474355589433262	0.0327351566089202	0.0575283941881625	-0.0801889841382401	0.00322524264082519	-0.0663571897228816
"AL033504.1"	"AL033504.1"	"turquoise"	"turquoise"	0.128348869547161	0.0320207652461006	0.0351962064296923	0.0452594773139475	-0.0465659087100161	0.0103042744317035	-0.039692686473169
"AL445123.2"	"AL445123.2"	"grey"	"grey"	0.0748577290648187	0.0267765508401485	0.025429067940921	0.0325736364541022	-0.0323545490121886	0.013918123199024	-0.00413755246851915
"SASH1"	"SASH1"	"grey"	"grey"	0.0527287052390315	0.00124729316424726	0.0565676734983957	0.0107900781071342	0.0426058462207653	0.0378469399874719	0.0288890982348149
"TAB2"	"TAB2"	"grey"	"grey"	0.111080953549465	0.138772848429059	0.133459447491951	0.168357636282562	0.127565959587399	0.0739108873621204	0.0470579614711531
"PPIL4"	"PPIL4"	"grey"	"grey"	0.0221129836851158	0.0551893750975058	0.0910313778062895	0.14194182326791	0.114522888516417	0.00938252701978368	0.00671454780235932
"GINM1"	"GINM1"	"grey"	"grey"	-0.0512667344155007	0.0143758014509835	0.0986201832050096	0.115178681612223	0.170912855966712	0.00890490506426829	0.0161051572257491
"KATNA1"	"KATNA1"	"grey"	"grey"	0.0236441303934017	0.0254878700835515	0.0605674160124185	0.061443650305021	0.0609613332993903	0.0250822742099203	0.0245252716626478
"LATS1"	"LATS1"	"grey"	"grey"	0.0364352306661915	0.0457174472811909	0.124940962821808	0.11624335301346	0.132725448641241	0.0664258171301632	0.0626731401446939
"NUP43"	"NUP43"	"grey"	"grey"	-0.00433760508313744	0.0286213391197763	0.0563140813302505	0.0408490657353224	0.0894087889840692	0.0311990152006529	0.0439630449420558
"PCMT1"	"PCMT1"	"grey"	"grey"	-0.00402561283419145	0.0272806170173939	0.134828875113158	0.115975186225922	0.168194824424565	0.049065216079946	0.0449001755218186
"LRP11"	"LRP11"	"grey"	"grey"	0.0263744428548543	0.0727416456941255	0.128677348132206	0.135728533417835	0.175209876444439	0.0503154632678834	0.0728330514620624
"PPP1R14C"	"PPP1R14C"	"grey"	"grey"	0.0835874764353253	0.0816061697026362	0.108836235282276	0.111716750539836	0.0523160390854723	0.0629975873017862	0.0299330495127289
"PLEKHG1"	"PLEKHG1"	"grey"	"grey"	0.0383287693723269	0.0285423031941992	0.0894917229673829	0.0217402426879628	0.0752575461878749	0.0589744183388336	0.0290216868129222
"MTHFD1L"	"MTHFD1L"	"grey"	"grey"	0.0117309926454898	0.0499141981801617	0.114358164803606	0.102068105910899	0.13914177249987	0.0480271510914526	0.0435216374606337
"AKAP12"	"AKAP12"	"grey"	"grey"	0.0275152185677311	-0.0255869326945855	0.00769081223024467	-0.033079258437529	-0.0525795481596888	0.021188531637807	-0.0201071884669995
"ZBTB2"	"ZBTB2"	"grey"	"grey"	-0.0128886644847504	0.00837185922945724	0.0156852570510009	0.0396827268240877	0.0461394320360621	-0.0134260883677124	0.0104685014888517
"RMND1"	"RMND1"	"grey"	"grey"	0.0404076978024753	0.0568651670465	0.0800104054555326	0.0579346507255582	0.0884292336477639	0.0424798963067577	0.0371892264903881
"ARMT1"	"ARMT1"	"grey"	"grey"	0.0168476261402048	0.0426478037913487	0.0598695490689322	0.0597963737181066	0.0483709360739729	0.013768360113761	0.0134257825948661
"ESR1"	"ESR1"	"grey"	"grey"	0.180244775117221	0.0639176482173071	0.0419035106548674	0.0533931464547643	-0.0960529838481361	0.112809493268572	0.0508231160092572
"SYNE1"	"SYNE1"	"grey"	"grey"	0.0283627985626234	0.0671137897298966	0.149223136112863	0.149977196113247	0.157061355115772	0.0179615259344578	0.0482438242817832
"AL080276.2"	"AL080276.2"	"grey"	"grey"	0.036911306267519	0.0377353603238423	0.0242272374394075	0.0344326595138237	0.0092193341596895	0.00379575112431887	0.0044076124075895
"MTRF1L"	"MTRF1L"	"grey"	"grey"	0.0292491160948018	0.0223515706871775	0.0541001616913451	0.068511558975913	0.0571841766560103	0.0155721044737805	0.00862403722647842
"RGS17"	"RGS17"	"turquoise"	"turquoise"	0.260019877106018	0.124012666670065	0.0742980396125938	0.150977498970911	-0.133583546448811	0.0515780743623415	-0.0458346162977144
"CNKSR3"	"CNKSR3"	"grey"	"grey"	0.0571752538207411	0.0452670941099985	0.125376508141159	0.0876709601146118	0.156116671421842	0.103555936929628	0.0585063168110584
"SCAF8"	"SCAF8"	"brown"	"brown"	0.119092364786307	0.139397501932406	0.132149905237913	0.238384152556275	0.0774965229474045	0.0286264503539249	0.00951119418751195
"TIAM2"	"TIAM2"	"grey"	"grey"	0.0780493774156859	0.0919840084707292	0.0923820336813096	0.136719461610352	0.0815423268542042	0.0297795368404515	0.0103385564943875
"TFB1M"	"TFB1M"	"turquoise"	"turquoise"	0.133480555031195	0.110505386587718	0.0575761726710511	0.0931110804573765	0.0114370711141823	0.0291679637437278	-0.0024913638591403
"AL589693.1"	"AL589693.1"	"grey"	"grey"	0.0604942073626398	0.0450229307175527	0.0702451345679708	0.048546390294244	0.076639906296846	0.0381439884971973	0.0142966950898304
"ARID1B"	"ARID1B"	"turquoise"	"turquoise"	0.271919627947775	0.168637031589092	0.033883398949797	0.185237354737772	-0.130774494643869	0.000789945737845292	-0.0701977750066117
"TMEM242"	"TMEM242"	"grey"	"grey"	0.0402821846426463	0.0595479086779842	0.0804824508923764	0.087395966388135	0.0849878834794391	0.0372545831601934	0.02550749552854
"ZDHHC14"	"ZDHHC14"	"yellow"	"yellow"	0.0926338184605997	0.0326105250593379	0.0796209448757692	0.0196518482652195	0.0525568284795288	0.154017448340599	0.0364271323908643
"SNX9"	"SNX9"	"grey"	"grey"	0.0277224562198188	0.0925159439930061	0.17495860558913	0.233865553957399	0.201342356721533	0.0286076293685959	0.0222495309767256
"SYNJ2"	"SYNJ2"	"blue"	"blue"	-0.0559611201381287	0.0106206642060139	0.158646545584724	0.0702838863614639	0.260443729324257	0.0880508344175438	0.107681647833327
"SERAC1"	"SERAC1"	"grey"	"grey"	0.0350145348813576	0.0494129910254364	0.0911274118654062	0.0915808779111951	0.0860301298384959	0.0316908689808376	0.0166790305689936
"TULP4"	"TULP4"	"grey"	"grey"	0.0459725442243171	0.077504906155127	0.160822659113706	0.12202734855163	0.249427534074599	0.129751722523878	0.116836753286634
"TMEM181"	"TMEM181"	"grey"	"grey"	0.061395001637106	0.0554935636481152	0.164430990654443	0.0697380902232521	0.173743160234676	0.144295316698195	0.140490522558482
"DYNLT1"	"DYNLT1"	"grey"	"grey"	-0.00561390786085527	0.00242786898174784	0.0304605675182869	0.0655821973329833	0.031383770746872	-0.0260907368764323	-0.0237045498802336
"EZR"	"EZR"	"grey"	"grey"	0.00491701439109394	-0.00643979236530643	0.0521940308472455	0.0945405107459124	0.0785665597433964	0.0157210888491926	0.0207104265421002
"RSPH3"	"RSPH3"	"grey"	"grey"	-0.0217984021710705	-0.00794215078278476	0.0891641994461496	0.0335517748900447	0.136782318022687	0.0569819582660018	0.0618099935004614
"AL035530.2"	"AL035530.2"	"grey"	"grey"	0.0330714483502996	0.0517426172311651	0.053138767953029	0.0323313377824976	0.0434858051638002	0.0183866268351389	0.0360237208078211
"AL078604.4"	"AL078604.4"	"grey"	"grey"	0.0880981805115135	-0.0472699206810617	-0.0274028233794864	-0.0181069227099087	-0.186889978043459	0.0325915013183342	-0.0744555365343603
"SOD2"	"SOD2"	"grey"	"grey"	0.0788968704091502	-0.0416773277219117	-0.0072855242944082	0.0175560900650211	-0.162535533896743	0.0341745132525294	-0.0882647735348401
"WTAP"	"WTAP"	"grey"	"grey"	-0.00373034003039715	0.0404394639430883	0.123067550073102	0.20022936307738	0.1312967733322	-0.00266344345735957	-0.0161819504523794
"ACAT2"	"ACAT2"	"grey"	"grey"	-0.0227165310887214	-0.0139915263493172	0.0648693558901714	0.0181892923567327	0.0925508655767557	0.0335412427753005	0.0252062796787465
"TCP1"	"TCP1"	"grey"	"grey"	-0.0319671169426886	0.0050543238818018	0.0437707815574284	0.070729382062329	0.0733177536945831	-0.0175702899560158	-0.00385707792282195
"IGF2R"	"IGF2R"	"blue"	"blue"	-0.0663747724705873	0.0125031991453646	0.161801319401199	0.0957712464010397	0.271012638738288	0.0618574367305919	0.0827755051372833
"MAP3K4"	"MAP3K4"	"brown"	"brown"	0.0929578611972986	0.147504117405563	0.177772990219196	0.195082183173828	0.252422287782607	0.0984198749934044	0.0943905453058497
"AGPAT4"	"AGPAT4"	"grey"	"grey"	0.0027542153811937	0.00219443512479698	0.12191677044993	0.0615555275962954	0.1766921136473	0.0638998761614776	0.0431860029939715
"PRKN"	"PRKN"	"turquoise"	"turquoise"	0.202346190784179	0.173522687373439	0.0991019819758064	0.143319623968688	-0.0124390936837602	0.061367251548931	0.0495261347727707
"PACRG"	"PACRG"	"grey"	"grey"	0.0807357199467887	0.0167312045898252	0.0654903718603074	0.109678234808502	-0.0348458764197015	0.0103238617883805	-0.0640330021571924
"QKI"	"QKI"	"turquoise"	"turquoise"	0.188392093995493	0.0789925638238085	0.0622162571109805	0.101885823067364	-0.0883520054155404	0.104236830255644	0.0191579577858018
"PDE10A"	"PDE10A"	"turquoise"	"turquoise"	0.204427425294059	0.00766852324018115	-0.0168272300594427	0.00510070114455244	-0.197109941104954	0.0986235238339636	0.00295103780265462
"SFT2D1"	"SFT2D1"	"grey"	"grey"	0.0204257568307914	0.021750996163269	0.0815477244014247	0.05790190096544	0.0756169903045797	0.0332580409080666	0.0247331996774103
"MPC1"	"MPC1"	"grey"	"grey"	-0.0390396654338771	0.0234964084535024	0.0943208563149877	0.100876299690076	0.145459106445562	-0.000204687550749744	0.0288153677875036
"RPS6KA2"	"RPS6KA2"	"grey"	"grey"	0.00208305793557766	0.0563911823031223	0.121429083482109	0.051361598762395	0.13367532612884	0.0498675893697553	0.0454568045079255
"Z94721.1"	"Z94721.1"	"grey"	"grey"	-0.015824099825042	0.0127338795590851	0.0353974147785452	0.0209872616068384	0.0450269126831611	0.013047572356405	0.0270843709696668
"FGFR1OP"	"FGFR1OP"	"grey"	"grey"	0.0600962083479217	0.0656284622234585	0.0876243196744608	0.0985979930955695	0.066780925628542	0.0391674753968311	0.0259298589057946
"AFDN"	"AFDN"	"grey"	"grey"	0.13126545485095	0.14573387495437	0.186620818932682	0.225933341794866	0.125830715261043	0.0775727749277391	0.0464421418079834
"WDR27"	"WDR27"	"grey"	"grey"	0.0893855381596464	0.0780362260165994	0.0931808003866031	0.0711062432511133	0.0429354575950572	0.0682529409530197	0.0516258951718677
"PHF10"	"PHF10"	"grey"	"grey"	0.0568838927328375	0.0590288707731375	0.0841841378866444	0.0876263420232535	0.066093892947034	0.0462650993250008	0.0416464414560004
"ERMARD"	"ERMARD"	"grey"	"grey"	0.0374614244732054	0.0508086206146892	0.0498446974085981	0.0589525341760637	0.0605574476002598	0.0114545771642905	0.0149094789934429
"FAM120B"	"FAM120B"	"grey"	"grey"	0.0187405684416039	0.0405559973279125	0.180811811382404	0.14661185045241	0.198982477824927	0.0943076096433224	0.0764577761203011
"PSMB1"	"PSMB1"	"grey"	"grey"	-0.0170159415800886	0.0379251631162321	0.0633863641001208	0.116494142494582	0.0934318822860603	-0.00954380628021469	0.00843180223943245
"TBP"	"TBP"	"grey"	"grey"	-0.00542897086776381	0.0145361289087265	0.0721329105527952	0.0669622588086571	0.0963983017511506	0.0254476319565979	0.0262374124339653
"PDCD2"	"PDCD2"	"grey"	"grey"	0.00223350377045561	0.0308567615210454	0.0306975753080532	0.0331907598198891	0.0380333888416926	-0.00870014071335803	0.00203174494208112
"FAM20C"	"FAM20C"	"yellow"	"yellow"	-0.021472737057152	-0.0435815994605595	0.0618022696662848	-0.0287453603807369	0.0769578108329615	0.117230734340026	0.0747659081633709
"PDGFA"	"PDGFA"	"grey"	"grey"	0.017210657190196	-0.000821665669037492	0.0496101926507556	0.0176928566429027	0.0389805977189095	0.0712909889891663	0.0562837684878194
"PRKAR1B"	"PRKAR1B"	"grey"	"grey"	-0.00294814530561775	-0.0146653290875781	0.102321435171908	-0.0218106458344045	0.146332991641383	0.138819867843431	0.140913857382958
"DNAAF5"	"DNAAF5"	"grey"	"grey"	-0.00172144743793103	0.00571654094633127	0.0991270861447258	0.0396457128255931	0.0933381656472927	0.0760801881117174	0.0605237716521414
"SUN1"	"SUN1"	"grey"	"grey"	0.00211597319802631	0.0315591126339654	0.079748793230089	0.0806807467731773	0.140751305536028	0.0315514218672232	0.0784180682473579
"COX19"	"COX19"	"blue"	"blue"	-0.0736320208050228	-0.0214045552621734	0.073866188943308	0.0219988670536928	0.173945691376164	0.0455337698811753	0.0622862226910892
"C7orf50"	"C7orf50"	"grey"	"grey"	-0.0265401439786646	-0.0144887033996218	0.0876881488184431	0.00279827002104821	0.128873198356736	0.0753863073254515	0.0829886347970778
"INTS1"	"INTS1"	"grey"	"grey"	-0.0531359405605015	-0.0293538809814605	0.00864989536760547	-0.0241034974284603	0.0649024878368723	0.00874180919149124	0.0301824735103794
"TMEM184A"	"TMEM184A"	"grey"	"grey"	-0.032292702183977	-0.0297668891037969	0.044527885926778	-0.0274769774177476	0.0957708816529118	0.0681080246742319	0.095179460498479
"MAD1L1"	"MAD1L1"	"grey"	"grey"	0.008176745939591	0.0173312424274481	0.0942015193551227	0.0175180397921015	0.132448235482431	0.0842939590463713	0.08811469752481
"SNX8"	"SNX8"	"blue"	"blue"	-0.0570452108316969	-0.0222611269221224	0.0411904652783682	-0.00921256053388155	0.129011100878119	0.0300951620389059	0.0602705181006799
"EIF3B"	"EIF3B"	"grey"	"grey"	-0.0620953568635028	-0.026964964557088	0.0706429644513493	0.0225285265347622	0.13776523501715	0.0321486827694634	0.0522907055787156
"IQCE"	"IQCE"	"grey"	"grey"	-0.0597311041568289	-0.0252420829728067	0.087286578635378	0.0266612866624609	0.135168299976361	0.0452151287842051	0.0532819664594002
"TTYH3"	"TTYH3"	"grey"	"grey"	-0.0554043760512783	-0.0467293845489026	0.0703532187916223	-0.037734071179845	0.129267028066987	0.0716288030845419	0.0836549504017903
"AMZ1"	"AMZ1"	"grey"	"grey"	0.0669231723270914	0.0339029251520017	0.0199598192276497	0.0529820428980452	-0.0317024623960534	0.0368504258655445	0.00831066944524689
"GNA12"	"GNA12"	"blue"	"blue"	-0.00853646814102143	0.054290041168414	0.183112894798814	0.168667614529264	0.288669681701903	0.102978369164859	0.135282061912055
"SDK1"	"SDK1"	"grey"	"grey"	0.26155435304302	0.14473332288834	0.103135988891633	0.118177689031229	-0.0178342363914177	0.143082563699779	0.0756724781175175
"FOXK1"	"FOXK1"	"blue"	"blue"	-0.0235083699543533	-0.0222131281859253	0.0977991376245347	0.0135298041268317	0.154192484114069	0.103987862855251	0.120742546870963
"AP5Z1"	"AP5Z1"	"grey"	"grey"	-0.0470139588974443	-0.0184047470978462	0.0361753602363637	0.00257532260284	0.0973333687693325	0.022856339885836	0.038357377117788
"RBAK"	"RBAK"	"grey"	"grey"	0.0263145348664611	0.0361221560308753	0.09538381431456	0.0602844999978674	0.0839268316701671	0.0601836908107147	0.0480745901780556
"WIPI2"	"WIPI2"	"grey"	"grey"	-0.0650040950260569	-0.000575557266673182	0.0988338776695006	0.109379984376203	0.156804140844385	0.0054862273728118	0.0237753568327673
