"gene_name"	"module"	"color"	"kME_green"	"kME_brown"	"kME_red"	"kME_black"	"kME_blue"	"kME_grey"	"kME_turquoise"	"kME_yellow"	"kME_pink"
"PDSS1"	"PDSS1"	"grey"	"grey"	0.0337164795973356	0.0543438955211154	0.0105300405334604	0.0336680912205165	0.0286472371947469	0.12007769812339	0.0721995675951765	0.0176256216011402	0.0144408802961553
"ABI1"	"ABI1"	"grey"	"grey"	0.0907135172632712	0.173657920020335	0.0659374282050016	0.122163646726107	0.149435821478416	0.143479703369984	0.045436585283235	0.0239865375137499	-0.0173986165505783
"ANKRD26"	"ANKRD26"	"grey"	"grey"	0.0622149237418457	0.0879920102512604	0.0283473707684319	0.0617807047017498	0.0769650420996408	0.155553537380116	0.116481188395032	0.0843093775048662	0.0658361669330357
"YME1L1"	"YME1L1"	"grey"	"grey"	0.228013009757071	0.184181642848111	-0.0260065390031252	-0.00967417872915235	-0.139059449611003	0.155303979233533	0.260407502031785	0.0170352847381866	-0.00533674644328314
"MASTL"	"MASTL"	"grey"	"grey"	0.068723125127721	0.0743434149771701	-0.00594960789497207	0.000992192659197773	-0.0308151831505031	0.0170269203848098	0.0832217506283904	0.0223765013206483	0.0182677043885251
"ACBD5"	"ACBD5"	"grey"	"grey"	0.0525209612402971	0.0882648967656283	0.0420171866597408	0.0551332300470454	0.0483684196770899	0.091770255782164	0.0972756222293684	0.0470907087828783	0.0428912946398087
"RAB18"	"RAB18"	"brown"	"brown"	0.197531264979398	0.221136108896405	-0.0101375884377596	0.0240738303393295	-0.0726147039967622	0.0336568698974866	0.138010747566897	-0.0253188148035078	-0.0402655127407681
"LINC02680"	"LINC02680"	"grey"	"grey"	0.0748315422718239	0.0580174278637202	-0.0366464099477602	-0.0265652629526757	-0.0845922001889374	-0.0134146414792886	0.0659048363892548	-0.0251399413828376	-0.0261713257781612
"MPP7"	"MPP7"	"black"	"black"	0.0948374220068918	0.133545490537565	0.0636820880818855	0.165216337686452	0.094147642976911	0.106787048752392	0.0816192193740559	0.00543305727863956	-0.00281183127115271
"WAC-AS1"	"WAC-AS1"	"grey"	"grey"	0.027113634838697	0.0232413281609458	0.00141641281207971	0.0102694639139228	-0.0098548142362185	0.112177797142452	0.107965197279552	0.0449664378726725	0.0714036667051789
"WAC"	"WAC"	"brown"	"brown"	0.165119527278239	0.299428078178002	0.0427907799904146	0.113544564741355	0.0973223764557391	0.0720614654953614	0.0823779584284445	0.0226327045518872	-0.0073675038035313
"SVIL"	"SVIL"	"grey"	"grey"	0.0833361149660286	0.0850894701670227	-0.0373075103736403	0.0466107297586777	0.086430274870447	0.415747787973544	0.0930531023344775	0.0236534420125976	-0.0211935146947321
"MTPAP"	"MTPAP"	"grey"	"grey"	0.0576275060330497	0.0920397499341856	0.00243824826031528	0.0436147899475915	0.0115129125472509	0.105454788511005	0.0917563744623636	0.0219918841700794	0.0265496769394983
"MAP3K8"	"MAP3K8"	"grey"	"grey"	0.0797554580334639	0.087001431300533	0.0400846840017908	0.0284736155153189	0.0400323615791736	-0.010981668008591	0.100928648889987	0.0402648076333813	0.0117243899256219
"ZNF438"	"ZNF438"	"grey"	"grey"	0.0432647085538151	0.081741877087919	0.0432268194580013	0.088217697495391	0.071009920652558	-0.0127576818515863	0.019447717226961	0.0192007123549096	0.0139859250242593
"ZEB1"	"ZEB1"	"grey"	"grey"	0.0777728849887183	0.193054459134876	0.0943058059509422	0.122937424366443	0.173868226220777	-0.0354689794604579	-0.0688097104071226	0.0280348799016628	-0.0264261579944056
"ARHGAP12"	"ARHGAP12"	"grey"	"grey"	0.0689394051514473	0.145930928426482	0.0737094022444202	0.162498865291584	0.125228602355187	0.109669527986448	0.110293315184755	0.029670641807303	0.0550757364830883
"KIF5B"	"KIF5B"	"grey"	"grey"	0.126111714632389	0.148394857859507	0.00638747844813073	0.0587111193542171	0.0188732729019421	0.217239670524376	0.182433099594611	0.0484964988226193	0.0389362276570749
"EPC1"	"EPC1"	"blue"	"blue"	0.0957341803719457	0.190400893119853	0.0821805408587991	0.150474667033594	0.218933098347472	0.0350334287286787	-0.00463056034758018	0.0539026746822218	0.0107187301356224
"CCDC7"	"CCDC7"	"grey"	"grey"	0.0274267375611837	0.128846823871858	0.0863033102712774	0.186600323313526	0.167625254272459	-0.00909416100862058	0.0870912261652606	0.0933038518094628	0.112359055167251
"ITGB1"	"ITGB1"	"brown"	"brown"	0.161002782990496	0.183763611960488	-0.0168829319012567	0.0587078017412176	0.058671990009376	0.182129622292507	0.0894054697297348	-0.00124381128373449	-0.0489207812890384
"NRP1"	"NRP1"	"blue"	"blue"	-0.0414365698898964	-0.0364587097942228	0.104604306772338	-0.006164862685218	0.228935192841045	-0.189324882743093	-0.209672867171191	0.109920061136587	-0.0210186239307514
"PARD3"	"PARD3"	"grey"	"grey"	0.0724282714256125	0.163648594035111	0.0883981290578733	0.0987780658046861	0.176650574801218	-0.226391398085135	-0.11645212785803	0.0303975528308268	-0.0239559893115613
"CUL2"	"CUL2"	"grey"	"grey"	0.0824569970237582	0.147634615000652	0.0242517797903688	0.086519504921917	0.0789732002987913	0.13677193870242	0.101989113850835	0.0257912744026155	0.0200195064779608
"CREM"	"CREM"	"blue"	"blue"	0.0191877161042779	0.0324429569498111	0.0428915515865292	0.0139295737957158	0.0724260236512581	-0.0960632953405405	-0.0711097649006596	0.0323988455634326	-0.0185373953001301
"CCNY"	"CCNY"	"brown"	"brown"	0.119328979288187	0.247364202607666	0.0752338151049508	0.158356870202539	0.174202438326359	0.185599248654766	0.0619810773907787	0.0436198411935707	0.00541170814138024
"AL117336.2"	"AL117336.2"	"grey"	"grey"	0.0337476313784291	0.0646198686127536	0.0179763881311534	0.0481193216633699	0.0391159287019747	0.0456113853748863	0.0212107869588488	0.0122166131070822	0.0166474477378047
"ZNF248"	"ZNF248"	"grey"	"grey"	0.0498544483976482	0.0953483944336573	0.0208768534940335	0.102400242621095	0.0252867170025049	-0.0886439093545297	0.0773657244910451	0.0615886133079341	0.076876398009883
"ZNF25"	"ZNF25"	"grey"	"grey"	0.0551882414764993	0.0806061971377856	-0.00397120189393151	0.0482478334708762	-0.0164655062241898	0.0308443821037076	0.105232186997367	0.0137925336801682	0.0312656742956608
"ZNF33A"	"ZNF33A"	"grey"	"grey"	0.0670452525684333	0.112603504518024	0.0554750783909731	0.0806707734918904	0.0967665006924579	0.0213700022781915	0.0366051059608842	0.045551286913037	0.033455765477395
"ZNF37A"	"ZNF37A"	"grey"	"grey"	0.0659465852029993	0.0917724688382536	0.0329286491810588	0.0176920922986298	0.0143348895228935	-0.0514283832098447	0.0579660908642597	0.0545363712309732	0.032918919135378
"ZNF33B"	"ZNF33B"	"grey"	"grey"	0.0380661079939445	0.0965490265855626	0.0504359474008698	0.109344540335372	0.101210945206089	0.14485016722323	0.052058712758299	0.0206514395338585	0.0263442271796432
"BMS1"	"BMS1"	"grey"	"grey"	0.0972074822379641	0.106889488301401	0.0106048414586925	0.0384258896563769	0.0120101660340305	0.0764345857454087	0.0922284224767697	0.0127741192798807	0.0061607409590848
"CSGALNACT2"	"CSGALNACT2"	"grey"	"grey"	0.0983020126391206	0.0942336301343055	0.0124997255166595	0.0075739962992688	0.0015161196798345	0.00667997380422872	0.0501904518240809	0.0049729697531783	-0.0155389596357488
"HNRNPF"	"HNRNPF"	"grey"	"grey"	0.0671868283235295	0.0560691812407532	-0.00151280892687055	0.0120374152086945	-0.0329323336308755	0.0251814852853966	0.0918067402907413	0.0152576263499656	0.0232832400721097
"ZNF487"	"ZNF487"	"grey"	"grey"	0.105231922715137	0.0583503215301804	-0.00597520883129804	-0.0140799860613888	-0.0602227391256804	0.0172811228122035	0.0926953949960123	0.00156708649889966	0.00329810472179804
"ZNF32"	"ZNF32"	"grey"	"grey"	0.0288162303880793	0.023305665880914	-0.00185038052007029	0.0279933672413979	0.00215482360473731	0.0823795399781379	0.0438808709871807	-0.00495589522572195	0.0073485220638556
"RASSF4"	"RASSF4"	"grey"	"grey"	-0.00166875660701689	4.74239927376639e-05	0.00498402318815863	0.00779039118701914	0.0183514591874405	0.00861422192865119	0.0363748501423122	0.0560778291922444	0.0552152194027987
"DEPP1"	"DEPP1"	"grey"	"grey"	-0.0350436474048198	-0.0773917537829121	0.0189932354397155	-0.0195292520382577	0.0452620008647176	-0.190408709636293	-0.112430145678086	0.0801781646270685	0.028318156895008
"ALOX5"	"ALOX5"	"grey"	"grey"	0.0101835788392404	0.0276572517162785	0.0228075580420372	0.0461607405445285	0.0449135389664179	-0.0247859869250063	0.0329911531781996	0.086318815009416	0.0855957736232221
"MARCH8"	"MARCH8"	"red"	"red"	0.0683184523940133	0.143157916523507	0.145661039480503	0.10522787148346	0.12863523134916	0.13153384647715	0.0650887726774373	0.0972497331345598	0.0469757177901171
"ZFAND4"	"ZFAND4"	"grey"	"grey"	0.0863858474104973	0.132276153073074	0.0349607557677438	0.0678949951423857	0.041491838744893	0.135193497214509	0.0927808854976316	0.026195662728856	0.0108246196100083
"WASHC2C"	"WASHC2C"	"grey"	"grey"	0.0460126088941569	0.0636602753005887	0.00910933578468227	0.0261210039981502	-0.0167610735634465	0.152998640392403	0.135911657056808	0.0320436726867906	0.0471842935210929
"AGAP4"	"AGAP4"	"grey"	"grey"	0.0492597384368257	0.0626377955351413	-0.00274166478013449	0.0264802448721763	0.00302050059838419	0.0997474103970713	0.100699735975733	0.0287528789771413	0.0396885776656755
"TIMM23"	"TIMM23"	"grey"	"grey"	0.117631924503673	0.125781284858551	-0.00159674566515476	0.0215646324839964	-0.0377306200633079	0.0518519604437895	0.105726825815146	-0.000781450467419593	-0.000553046131010184
"NCOA4"	"NCOA4"	"grey"	"grey"	0.0804539603035042	0.098113871844753	0.0179730586784843	0.0411424312232995	0.00125238070246727	0.10473549812154	0.0928503813625298	0.034486405515903	0.00894565934770987
"PTPN20"	"PTPN20"	"grey"	"grey"	0.03024113522957	0.0568626606576017	0.0394707284502642	0.0562424303883718	0.0520482349517628	-0.0662526057706833	0.0176939563220419	0.0323595813488409	0.0378566910599616
"AGAP9"	"AGAP9"	"grey"	"grey"	0.00592950874907214	0.0257605832005234	0.00633497352388367	-0.00315565060311828	-0.0152563798828019	0.123830154697563	0.107745601357937	0.0537546323406029	0.0631737270352338
"MAPK8"	"MAPK8"	"grey"	"grey"	0.147000024704025	0.219849500720816	0.0280158648160232	0.0819249398951511	0.0455442137790007	0.115642540844939	0.136098795706392	0.0712238449316536	0.0423131742843191
"ARHGAP22"	"ARHGAP22"	"grey"	"grey"	-0.0122261775893289	0.00928492569773162	0.0769489038115708	0.0108635950147	0.107565763131424	-0.139139782650025	-0.0931859291284192	0.0910967406367394	0.0230481853725565
"ERCC6"	"ERCC6"	"grey"	"grey"	0.100487836565413	0.141474880345278	0.0179802960558525	0.0592831996777094	0.0234005896906761	0.119794529662775	0.122285414843977	0.0303383880011931	0.0110410078160482
"PARG"	"PARG"	"brown"	"brown"	0.111549983161872	0.160769247314063	0.00968323060108697	0.059696960431038	0.0165441317836814	0.113666732442639	0.10422929774417	-0.0131054697278079	-0.00441910884545484
"TIMM23B"	"TIMM23B"	"grey"	"grey"	0.0438686660567546	0.0530732790653596	-0.0163833762450205	0.0109646018464267	-0.0229044196639816	0.0268339227430117	0.0581750213865613	-0.00208306073008854	0.00354238731103961
"TIMM23B-AGAP6"	"TIMM23B-AGAP6"	"grey"	"grey"	0.0429319587424998	0.050346678769799	0.00577356863560891	0.0161267921154058	-0.00324975923412271	0.0640217391865223	0.0724575385362449	0.0150963136867084	0.0223484550648469
"WASHC2A"	"WASHC2A"	"grey"	"grey"	0.0544490834104473	0.0740898034385626	0.0149940999445916	0.0323775191621105	0.0039049184336423	0.153917258542672	0.134490480003981	0.04380352036574	0.0522879184718189
"SGMS1"	"SGMS1"	"blue"	"blue"	0.0440220453437802	0.197157470864336	0.134828128230094	0.208706142382016	0.331368867012046	-0.0333156754076231	-0.144637242253286	0.0442153074419372	-0.030393206684038
"SGMS1-AS1"	"SGMS1-AS1"	"grey"	"grey"	0.0526992833239284	0.0539796305518595	-0.0112085585035918	0.0175079744480878	-0.010702021943192	0.0494059065724897	0.0601863374900133	0.00237612964353524	0.00755971771386661
"ASAH2B"	"ASAH2B"	"grey"	"grey"	0.0644599330664194	0.0870157744000646	0.0203987008302948	0.0622749825096755	0.0413129817382717	0.0618498694455321	0.0599771851856992	0.0170568822759866	0.00532597680506208
"A1CF"	"A1CF"	"blue"	"blue"	0.0386672196187165	0.16682692857534	0.0894089352259467	0.173523108274586	0.23201895140214	0.364182331332277	0.0363023473617066	0.0677571688307023	-0.0126546459958515
"PRKG1"	"PRKG1"	"grey"	"grey"	0.0458154351751212	0.0642442941989369	0.0066862482756919	0.0274967869026292	0.0139827579138569	0.104789681857262	0.0405854137808063	-0.0136510905824944	-0.0386524760575478
"PCDH15"	"PCDH15"	"grey"	"grey"	0.0328205755348028	0.0952707805986524	0.0398728251227568	0.104308006744994	0.120178753025813	0.227029963145079	0.0383251076921644	-0.0169993870744769	-0.0136989492263984
"IPMK"	"IPMK"	"grey"	"grey"	0.0948279689854051	0.113242656122426	0.0398866875396432	0.0124871640070928	0.0159525138036209	0.0788169882478167	0.0910725540186378	0.0515881237041102	0.00568909790828436
"CISD1"	"CISD1"	"grey"	"grey"	0.0974895476914234	0.130581249077641	0.019643466671247	0.0459247632272567	-0.0210447803672038	0.116799957199391	0.116941564746482	0.00466182644844638	0.0044130175932408
"UBE2D1"	"UBE2D1"	"brown"	"brown"	0.116161636053747	0.148761718163166	0.0382231937909867	0.0547867928737017	0.0308036217971488	0.0654445155793427	0.0507204377642956	-0.0118097156262042	-0.0419700840237628
"TFAM"	"TFAM"	"grey"	"grey"	0.0711937591875401	0.0644120559568046	-0.0156924368371144	0.0150322782604023	-0.0312563400968308	0.0356731699338746	0.0528106935515375	0.00544226428873972	-0.00209065203737144
"BICC1"	"BICC1"	"grey"	"grey"	0.0172680772884565	0.0174357893276614	0.000840223238777657	0.0224829055631265	0.0188846108475973	0.10843414271411	0.0396732700179036	0.0131244525258536	0.0244164865158137
"PHYHIPL"	"PHYHIPL"	"grey"	"grey"	0.0684475516946958	0.105033564293421	0.0924340349926991	0.0576701247042668	0.104999226694153	-0.052158205307565	-0.018687207031692	0.0513387291845461	-0.00241036018678434
"FAM13C"	"FAM13C"	"grey"	"grey"	0.127271050885942	0.122220817445086	0.0982003399589762	0.0651609062082641	0.0332909036384607	0.0952078233748498	0.0822798335620704	-0.00950148408590927	-0.0132986208283063
"SLC16A9"	"SLC16A9"	"grey"	"grey"	0.0102520457392679	0.0916117812764571	0.0601050387888727	0.107879961874585	0.095185580987021	0.0550421554417769	0.0847959054550662	0.080257531423559	0.100646301714264
"CCDC6"	"CCDC6"	"brown"	"brown"	0.0906306144219824	0.180872644865475	0.0645062883198789	0.118697632124396	0.110733572010611	0.0549186083701871	0.0607014641175769	0.0413787251156419	0.0216645620232039
"ANK3"	"ANK3"	"blue"	"blue"	0.0717328533422692	0.161010812401946	0.183702243421608	0.153354500943246	0.248822742596322	0.200351547351369	0.0253473894776512	-9.64361043387569e-06	-0.0258722637290144
"RHOBTB1"	"RHOBTB1"	"green"	"green"	0.199057912307273	0.132222478306246	-0.00201125495934727	0.0204065613364816	-0.0449510073561489	0.110999421861466	0.105004608458348	-0.0535276306979116	-0.0518742870082145
"CABCOCO1"	"CABCOCO1"	"grey"	"grey"	0.0983252294647876	0.0688100559957803	0.0304591658728082	0.0260808175416383	0.0297371059859063	0.023145086544812	-0.000821903141591844	-0.0301068530402492	-0.0274712080946803
"ARID5B"	"ARID5B"	"blue"	"blue"	0.100879513278334	0.0910280450520694	0.0873945269219117	0.0800873514124713	0.159063132718998	-0.00247166441019586	0.0288254909109823	0.0663041918269802	-0.0123860575445815
"ZNF365"	"ZNF365"	"grey"	"grey"	0.0270655382192553	0.0340118906757183	0.0570977021418869	0.0366706508054132	0.050827388561036	-0.078349280809811	-0.0105845238894234	0.00923480808985772	0.00833315983407778
"NRBF2"	"NRBF2"	"grey"	"grey"	0.0939652425672813	0.0881942308454299	0.00534945959894756	0.00960970696607405	-0.0345061954827195	0.0725942924685319	0.0871719407949235	-0.00443705341248228	-0.0166441940476938
"JMJD1C"	"JMJD1C"	"brown"	"brown"	0.159532586502616	0.142117573957159	-0.0572053870863377	0.0542735911560632	-0.094322321991256	-0.116661858407008	0.096523336368925	-0.060687248513174	-0.0279891429349062
"REEP3"	"REEP3"	"grey"	"grey"	0.0773213589181193	0.144337389683552	0.0503465446218664	0.115267736804406	0.0989806938644213	0.057608742030723	0.0690503012635474	0.024593293497478	0.015829839341782
"LINC01515"	"LINC01515"	"grey"	"grey"	0.0177734438732372	0.0297847250438538	0.0252557355840785	0.0839145006425662	0.0460900574356075	0.0562519489863172	0.0644130463586057	0.0199664268344813	0.0681228108359805
"CTNNA3"	"CTNNA3"	"blue"	"blue"	-0.000384719151252207	0.0518932439105194	0.126587854596952	0.156748593734467	0.230288125204529	-0.0116693477107595	-0.0887896432134662	0.0291250998450114	0.021335756454567
"LRRTM3"	"LRRTM3"	"blue"	"blue"	-0.0474331684807726	-0.0101453347109095	0.184169390008235	0.0681335278830091	0.248097813541128	-0.312482407901205	-0.19357502217834	0.0756491650570542	-0.00565491033476238
"DNAJC12"	"DNAJC12"	"blue"	"blue"	0.0296473586255322	0.00511337576554618	0.04709454011284	-0.0350742701672303	0.114676232329878	-0.241968310271243	-0.169002993563902	0.051605637519084	-0.0598370618856687
"SIRT1"	"SIRT1"	"grey"	"grey"	0.110359778375611	0.0986868687032971	-0.0262564374814893	0.0108679338327637	-0.0584900963417198	0.0640348968148429	0.127678665804599	0.0279484815656507	0.00898478255186464
"HERC4"	"HERC4"	"grey"	"grey"	0.0550665426090173	0.148680009074703	-0.0016504742926597	0.106574601239011	0.0881927281578372	0.0455765921655226	0.0631852893127734	0.0483812788681991	0.0426100858266043
"PBLD"	"PBLD"	"grey"	"grey"	0.00686651657217867	0.0426312107498655	0.0292543534376727	0.0157927095906508	0.0274819599226258	0.213020309653886	0.148596785447768	0.0857981688355159	0.0867900995927295
"HNRNPH3"	"HNRNPH3"	"green"	"green"	0.193814353950028	0.171301963519645	0.0197581461589424	0.0551082688835594	-0.0166347493105619	0.0549804310544519	0.145997043901036	0.0358298483837337	0.0264464875619412
"RUFY2"	"RUFY2"	"grey"	"grey"	0.0722373644515221	0.108729769455041	0.0189037969337862	0.053463168557517	0.0252210575481371	0.12131010731716	0.138630938645323	0.063617867170008	0.0531412156667154
"DNA2"	"DNA2"	"grey"	"grey"	0.0511398172711778	0.0684225082336634	-0.00468320109594188	0.00479078821529987	-0.0159701674080185	0.0942386493848709	0.113916187112017	0.0302616474611301	0.0244700172065921
"SLC25A16"	"SLC25A16"	"grey"	"grey"	0.0194133346725776	0.0655594642013304	0.0175273069252651	0.0348477172955197	0.0256827087997442	0.13659215580893	0.174178398459592	0.0653932678459018	0.0965110875450938
"TET1"	"TET1"	"grey"	"grey"	0.0130699439270464	0.0477686117402484	-0.00614865848180104	0.0510047740031502	0.0645208503081476	0.307004257990939	0.146425596646422	0.0626947317741434	0.0832333710410577
"CCAR1"	"CCAR1"	"turquoise"	"turquoise"	0.0659474132993968	0.0786985643086254	-0.0214475008525219	-0.00050997298712461	-0.0104260176535404	0.259387469745388	0.260196185007235	0.128002239468052	0.105738513440407
"DDX50"	"DDX50"	"grey"	"grey"	0.0708628234755585	0.0838775751437827	-0.0138219200484675	-0.00101824324979221	-0.0194886718843169	0.143110160360729	0.130758508204219	0.0499769668143358	0.0362242615028586
"DDX21"	"DDX21"	"grey"	"grey"	0.0815202672853547	0.0842028028747883	-0.0234254237224973	-0.00855515060483913	-0.038292572625785	0.101005616373913	0.10586976734321	0.00227298115414127	0.00222551671802475
"KIF1BP"	"KIF1BP"	"grey"	"grey"	0.104341276227856	0.116178488806713	0.018162490012964	0.0357306387804303	-0.0135362824717527	0.130638292224232	0.127395135736866	0.0259588093572156	0.0252642644974646
"VPS26A"	"VPS26A"	"green"	"green"	0.131450785075899	0.137898252070153	-0.00922794916200327	0.0552310700281912	-0.0177532139399216	0.0987735009789604	0.125452000951218	-0.0022992275748125	0.00793318675921808
"SUPV3L1"	"SUPV3L1"	"grey"	"grey"	0.109037965895489	0.113614929796008	-0.0127212854034038	0.00449008504597077	-0.0509939025289402	0.0680662927349313	0.113580054768467	-0.0194125622428696	-0.00199429348907597
"H2AFY2"	"H2AFY2"	"grey"	"grey"	0.0512598587104924	0.0715580788551562	0.0208395107008537	0.0407750095002686	0.0509056221475286	0.255069235165724	0.135943740353228	0.0785518706196151	0.0702812969893691
"AIFM2"	"AIFM2"	"grey"	"grey"	0.0240219577916934	0.0275870048443237	-0.0044602019782094	0.0122900307767784	-0.00590236687934489	0.0262779676398374	0.0404965520250203	0.0133707618451042	0.0270341424583201
"SAR1A"	"SAR1A"	"grey"	"grey"	0.135792025500451	0.147069561980174	0.00866168805312031	0.0352348747585936	-0.0119381744253147	0.049369917114275	0.115058019294436	0.0231791243727203	0.000677959362049347
"PPA1"	"PPA1"	"grey"	"grey"	0.108456155640602	0.111465742348964	0.0262797059896859	0.0124165097169494	0.0260319933319017	0.0141460970931132	0.0689735141778346	0.0281567527707558	-0.00993674517626068
"LRRC20"	"LRRC20"	"grey"	"grey"	0.0102039994130781	0.0188504196045323	-0.00201262567146077	0.0220654146526928	-0.00380833350923749	0.178207479463058	0.140289730702202	0.0587324425740547	0.0929349444510467
"EIF4EBP2"	"EIF4EBP2"	"grey"	"grey"	0.0817033488387967	0.0941126377395475	-0.00963840190220913	0.00285743868353133	-0.0245152075015134	0.115915241968549	0.104415507007911	0.0155972197090526	0.000354405343090959
"SGPL1"	"SGPL1"	"grey"	"grey"	0.0482682830039766	0.116856854016608	0.0748998361960059	0.0970926061000893	0.0798577606398415	0.245616399463538	0.0810508695921801	0.0263705705894756	0.00869158853138453
"UNC5B"	"UNC5B"	"grey"	"grey"	0.000374435057877566	-0.00227823655812773	0.0218284638524627	0.0257426268006658	0.006123747777857	-0.0188899761237963	0.0389664492026743	0.0258283183861677	0.0508646424246512
"PSAP"	"PSAP"	"grey"	"grey"	0.0836776826134846	0.0246539792056518	-0.0368156223822124	-0.0425355504383346	-0.106025315604229	-0.0239507230124726	0.0506921210107924	-0.0324314816192308	-0.0245202418654046
"ASCC1"	"ASCC1"	"grey"	"grey"	0.0634108196241432	0.0793037117997786	0.00799249870461058	0.0447505769590097	0.031783166125488	0.00894058085687841	0.0669296321633552	0.0385257121767713	0.0354003207065908
"ANAPC16"	"ANAPC16"	"grey"	"grey"	-0.0312440374838629	0.0093645537960056	0.01570988989262	0.0620219199407402	0.0862071021869334	0.0529189605278546	0.0393007384403149	0.0399622522149879	0.0575375071050637
"DDIT4"	"DDIT4"	"grey"	"grey"	-0.0493721897307442	-0.105017493921587	-0.0316507722760989	-0.0399328091766357	-0.0255915734779879	-0.094730118086536	-0.0959434727898496	0.0163479994386279	-0.0111207632534427
"DNAJB12"	"DNAJB12"	"grey"	"grey"	0.0577103802887643	0.060827586641641	0.00582297720798756	0.00784152296417987	-0.0176445811120011	0.0795170305017086	0.0996489859036103	0.0306894600987796	0.0408153653673629
"MICU1"	"MICU1"	"grey"	"grey"	0.0511118681846574	0.105387526066246	0.0440947851186295	0.0886013012773848	0.081035629496231	0.101332063158088	0.0921726451775974	0.051180014561126	0.0526001396023638
"MCU"	"MCU"	"blue"	"blue"	0.0265153075099514	0.0953573179663507	0.0719104490461515	0.0859922170120777	0.167798647108684	0.0595694339662109	-0.00082738005253961	0.0842054262097775	0.0358184017035313
"P4HA1"	"P4HA1"	"grey"	"grey"	0.0275620462712893	0.0352378051159506	0.00847884063100992	-0.00722203516551586	0.044365636974607	-0.0884402871444874	-0.0491920745402843	0.0807058388145704	-0.000784868193675471
"ECD"	"ECD"	"turquoise"	"turquoise"	0.14263165388815	0.127602350188327	-0.0226190296952225	0.0228425797161592	-0.0730172950884943	0.0764052500384771	0.185759229116017	0.0250164844772785	0.0339013465048916
"FAM149B1"	"FAM149B1"	"grey"	"grey"	0.0527237920299639	0.0875286651076695	0.0287054376205359	0.0617869551974157	0.0710843131858698	0.109799471493176	0.081962453841636	0.0466989061906097	0.0413476258586733
"DNAJC9"	"DNAJC9"	"grey"	"grey"	0.0402936342135175	0.0577300722004987	-0.00941484474281632	0.025147589785453	0.0125692495328454	0.0530765505395803	0.0586900768665072	0.00372900537615164	0.0137823771742651
"MRPS16"	"MRPS16"	"grey"	"grey"	0.0341380334656201	0.0244469691160989	-0.0203946301998786	-0.0079877116313065	-0.0360018337641778	0.0941955040638867	0.0793266832941823	0.0119412597702746	0.0172583666046167
"CFAP70"	"CFAP70"	"green"	"green"	0.215038650020388	0.129902863385452	-0.029900625657499	0.00517174898633614	-0.0845533952056527	0.0773132243494069	0.121391337175748	-0.0194128878928887	-0.00364458296709549
"ANXA7"	"ANXA7"	"grey"	"grey"	0.18914341609057	0.189301189128946	-0.0156485190974063	0.0288272379548422	-0.0747928540957767	0.0917954523764558	0.200172030480836	0.00406942275711089	0.0239941508444968
"MSS51"	"MSS51"	"grey"	"grey"	0.0364664628640612	0.0562452762640498	-0.00227523884416721	0.0422943511020541	0.0481594967080562	0.0827466279472603	0.0604078789688722	0.0366758089825866	0.0242402482479148
"PPP3CB"	"PPP3CB"	"grey"	"grey"	0.0543301111532089	0.110713054274842	0.0408303433682023	0.0887462574877177	0.0798816222762971	0.185843400505602	0.182629181526095	0.0873740474208591	0.0919322754762867
"USP54"	"USP54"	"grey"	"grey"	0.0552383389066619	0.0686228688142715	0.0544483122746903	0.0364352919993649	0.09694290227087	0.0175195854593099	0.0279276824678366	0.0822384027568397	0.0572648991317232
"AGAP5"	"AGAP5"	"grey"	"grey"	0.00964614049042269	0.016831691571656	0.00315044090878073	0.0189205012998119	0.0142276899998637	0.0478899909643033	0.0495703679962279	0.0339574756321355	0.0338882210514311
"SEC24C"	"SEC24C"	"turquoise"	"turquoise"	0.0640247893184978	0.0576917138955819	-0.0288182608108462	-0.0244572073841228	-0.0724132693000114	0.114162419858747	0.174126856579934	0.0392478943481052	0.0600942557634292
"FUT11"	"FUT11"	"grey"	"grey"	0.0119198551399993	0.000223958093947277	-0.00214076673640828	-0.00676907022134218	0.00466942707055566	0.0359686455740218	0.0244700635311528	0.0452499946618714	0.0229159363226335
"ZSWIM8"	"ZSWIM8"	"turquoise"	"turquoise"	0.0191705341371695	0.00444581085115557	-0.0373766619781982	-0.0375411905972916	-0.0587681274867969	0.146586326235132	0.142653945185543	0.053974122761257	0.0551776131910285
"CAMK2G"	"CAMK2G"	"grey"	"grey"	0.0300913270245479	0.0503688798831885	-0.000562685189451318	0.0310937905632907	-0.0064442819924858	0.0981395218313199	0.130543599458981	0.0706855269337145	0.074619074322634
"VCL"	"VCL"	"grey"	"grey"	0.0697292309553418	0.0904847537691782	0.0212754115449163	0.0166823678207115	0.0200329936929081	0.103977171889783	0.0857093853079641	0.0328945583934251	2.32180960521015e-05
"AP3M1"	"AP3M1"	"grey"	"grey"	0.0841498900690714	0.0943251325476496	-0.00143784922727771	0.0204703968142272	-0.0168031962899007	0.0959297785386951	0.107699232176779	0.0263588574838354	0.0212147642056202
"ADK"	"ADK"	"brown"	"brown"	0.0951410220345673	0.197963984064385	0.0582870351621764	0.132394748874493	0.161690117403003	-0.0724247003496526	-0.0463281570399858	0.00989811764445379	-0.0221501395372793
"KAT6B"	"KAT6B"	"brown"	"brown"	0.108314322009051	0.216008237878008	0.0451463026299333	0.146895985369453	0.146757334663532	0.139590178809431	0.0661645177230747	0.0462945539497957	0.0410323030782006
